"ID"	"ANSWER"	"TYPE"	"QUESTION_ID"	"ROW_QUESTION"	"COLUMN_QUESTION_ID"	"COL_ID"	"ROW_ID"	"DATETIME"	"RESPONDENT"	"SECRET"	"ADDR_RFI_DATA_ID"	"TABLE_QUESTION"	"CASE_REFERENCE"	"ADDRESSEE_QUESTION_ID"
61113	"6"	"NUMBER"	60906	""				02-JAN-25 05.43.17.299000000 PM	"Darius TEST"	1	60959	0	"AT.49123"	60906
64266	"5"	"RATING"	63984	"Product 2"	64010	64011	63990	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	63984
64268	"4"	"RATING"	63984	"Product 3"	64010	64011	64014	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	63984
34089	"no"	"CHOICE"	34019	""				13-NOV-24 03.14.33.208000000 PM	"OutlookACC"	0	34044	0	"AT.40882"	34019
64271	"<p>My answer</p>"	"SIMPLE_TEXT"	63984	"Product 1"	63993	63994	63987	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	63984
41578	"no"	"CHOICE"	41486	""				22-NOV-24 02.04.34.747000000 PM	"DG COMP"	0	41551	0	"DMA.400213"	41486
64275	"<p>Another answer</p>"	"SIMPLE_TEXT"	63984	"Product 3"	63993	63994	64014	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	63984
64282	""	"SIMPLE_TEXT"	64021	"Market 4"	64030	64031	64277	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	64161
41586	"<p><strong>Please explain your answer</strong></p>"	"SIMPLE_TEXT"	41518	""				22-NOV-24 02.04.34.747000000 PM	"DG COMP"	0	41551	0	"DMA.400213"	41518
64286	""	"SIMPLE_TEXT"	64021	"Market 5"	64030	64031	64283	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	64161
64259	"2"	"CHOICE"	63984	"Product 1"	63995	63996	63987	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	1	"AT.49123"	63984
41583	"yes"	"CHOICE"	41527	""				22-NOV-24 02.04.34.747000000 PM	"DG COMP"	0	41551	0	"DMA.400213"	41527
64232	"<p>Answer to this question ....<confidential-highlight-start name=""ca607e18-75e6-4904-ba78-4886092be07d""></confidential-highlight-start><span class=""confidential-highlight""> Answer to this question</span><confidential-highlight-end name=""ca607e18-75e6-4904-ba78-4886092be07d""></confidential-highlight-end>Answer <confidential-highlight-start name=""83cb5ee4-8f8e-4349-b176-4ec2a744669c""></confidential-highlight-start><span class=""confidential-highlight"">to this questionAnswer to this questionAnswer to this questionAnswer to this questionAnswer to this questionAnswer to this questionAnswer to this questionAnswer to this question</span><confidential-highlight-end name=""83cb5ee4-8f8e-4349-b176-4ec2a744669c""></confidential-highlight-end></p>"	"SIMPLE_TEXT"	63870	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	0	"AT.49123"	63870
64237	"<p>Text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text&nbsp;</p>"	"SIMPLE_TEXT"	63873	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	0	"AT.49123"	63873
64238	"1"	"CHOICE"	63879	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	0	"AT.49123"	63879
64241	"<p>Here is the answer&nbsp;</p>"	"SIMPLE_TEXT"	63900	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	0	"AT.49123"	63900
64242	"3"	"RATING"	63903	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	0	"AT.49123"	63903
64230	"A|None"	"CHOICE"	63906	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	0	"AT.49123"	63906
64231	"3|4"	"CHOICE"	63930	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	0	"AT.49123"	63930
64247	"3222"	"CURRENCY"	63954	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	0	"AT.49123"	63954
64246	"33"	"PERCENTAGE"	63951	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	0	"AT.49123"	63951
64244	"123"	"NUMBER"	63948	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	0	"AT.49123"	63948
64250	"5"	"RATING"	63963	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	0	"AT.49123"	63963
64251	"<p>explanation of the <confidential-highlight-start name=""cd632e96-523e-4bd9-872a-42d3ec43afb9""></confidential-highlight-start><span class=""confidential-highlight"">above answer</span><confidential-highlight-end name=""cd632e96-523e-4bd9-872a-42d3ec43afb9""></confidential-highlight-end></p>"	"SIMPLE_TEXT"	63969	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	0	"AT.49123"	63969
64260	"3"	"CHOICE"	63984	"Product 2"	63995	63996	63990	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	1	"AT.49123"	63984
64262	"2"	"CHOICE"	63984	"Product 3"	63995	63996	64014	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	1	"AT.49123"	63984
64264	"3"	"RATING"	63984	"Product 1"	64010	64011	63987	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	63984
64273	"<p>My answer</p>"	"SIMPLE_TEXT"	63984	"Product 2"	63993	63994	63990	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	63984
64290	"20/01/2025 00:00"	"DATETIME"	64021	"Market 2"	64034	64035	64027	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	64161
64292	"28/01/2025 00:00"	"DATETIME"	64021	"Market 4"	64034	64035	64277	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	64161
64294	"2"	"CHOICE"	64021	"Market 4"	64032	64033	64277	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	1	"AT.49123"	64161
64296	"1|3"	"CHOICE"	64021	"Market 5"	64032	64033	64283	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	1	"AT.49123"	64161
33969	"Take this also!"	"CHOICE"	33228	""				13-NOV-24 03.21.04.229000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33228
34364	"111"	"PERCENTAGE"	33285	""				13-NOV-24 03.26.08.073000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33285
34357	"111"	"NUMBER"	33264	""				13-NOV-24 03.26.08.073000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33264
34363	"111"	"CURRENCY"	33276	""				13-NOV-24 03.26.08.073000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33276
34365	"11"	"PERCENTAGE"	33288	""				13-NOV-24 03.26.08.073000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33288
34358	"111"	"NUMBER"	33270	""				13-NOV-24 03.26.08.073000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33270
34367	"111"	"CURRENCY"	33279	""				13-NOV-24 03.26.08.073000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33279
34366	"11111111111111"	"PHONE"	33294	""				13-NOV-24 03.26.08.073000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33294
64300	"1"	"CHOICE"	64021	"Market 3"	64032	64033	64051	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	1	"AT.49123"	64161
64306	"<p>Answer&nbsp;</p>"	"SIMPLE_TEXT"	64021	"Market 6"	64030	64031	64303	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	64161
64288	"07/01/2025 00:00"	"DATETIME"	64021	"Market 1"	64034	64035	64024	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	1	"AT.49123"	64161
64298	"2"	"CHOICE"	64021	"Market 1"	64032	64033	64024	03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	1	"AT.49123"	64161
64248	"45455555555555"	"PHONE"	63960	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	0	"AT.49123"	63960
64253	"08/01/2025"	"DATE"	63972	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	0	"AT.49123"	63972
64254	"03:20"	"TIME"	63975	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	1	64087	0	"AT.49123"	63975
64256	"<p>Explanation</p>"	"SIMPLE_TEXT"	63978	""				03-JAN-25 11.27.23.335000000 AM	"Darius TEST"	0	64087	0	"AT.49123"	63978
64326	"<p>Right there</p>"	"SIMPLE_TEXT"	63870	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63870
64324	"B|D|Other(F)"	"CHOICE"	63906	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63906
64332	"<p>Ans<confidential-highlight-start name=""c45f0998-8218-4208-8d63-836456cc74ae""></confidential-highlight-start><span class=""confidential-highlight"">wer to thi</span><confidential-highlight-end name=""c45f0998-8218-4208-8d63-836456cc74ae""></confidential-highlight-end>s</p>"	"SIMPLE_TEXT"	63927	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	1	64090	0	"AT.49123"	63927
64325	"1|2|3|4|5"	"CHOICE"	63930	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63930
64329	"4"	"RATING"	63903	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	1	64090	0	"AT.49123"	63903
64328	"<p>I really don't kno hat to answer.</p>"	"SIMPLE_TEXT"	63900	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63900
64327	"1"	"CHOICE"	63879	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63879
64334	"22"	"PERCENTAGE"	63951	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63951
64335	"12"	"CURRENCY"	63954	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	1	64090	0	"AT.49123"	63954
64338	"10"	"RATING"	63963	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63963
64348	"1"	"CHOICE"	63984	"Product 2"	63995	63996	63990	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	63984
64351	"5"	"RATING"	63984	"Product 1"	64010	64011	63987	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	63984
64354	"44"	"NUMBER"	63984	"Product 1"	64017	64018	63987	03-JAN-25 11.37.33.246000000 AM	"XYZ"	1	64090	1	"AT.49123"	63984
64387	"2"	"CHOICE"	64021	"Maret 88"	64032	64033	64382	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64389	"1"	"CHOICE"	63984	"Product 1"	63995	63996	63987	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	63984
64349	"2"	"RATING"	63984	"Product 2"	64010	64011	63990	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	63984
64356	"34"	"NUMBER"	63984	"Product 2"	64017	64018	63990	03-JAN-25 11.37.33.246000000 AM	"XYZ"	1	64090	1	"AT.49123"	63984
64360	"<p>My answer</p>"	"SIMPLE_TEXT"	63984	"Product 2"	63993	63994	63990	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	63984
64365	"<p>cvfg</p>"	"SIMPLE_TEXT"	64021	"Market 2"	64030	64031	64027	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64370	"2"	"CHOICE"	64021	"Market 2"	64032	64033	64027	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64372	"1|3"	"CHOICE"	64021	"Market 3"	64032	64033	64051	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64374	"1|2|3"	"CHOICE"	64021	"Market 1"	64032	64033	64024	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64380	"25/01/2025 23:00"	"DATETIME"	64021	"Market 3"	64034	64035	64051	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64385	"<p>lhlib piulijlibl</p>"	"SIMPLE_TEXT"	64021	"Maret 88"	64030	64031	64382	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64358	"1"	"NUMBER"	63984	"Product 3"	64017	64018	64014	03-JAN-25 11.37.33.246000000 AM	"XYZ"	1	64090	1	"AT.49123"	63984
64364	"<p>erty</p>"	"SIMPLE_TEXT"	64021	"Market 1"	64030	64031	64024	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64367	"<p>f<confidential-highlight-start name=""6d9a83ba-0062-4d74-ba93-f4d3e3b46496""></confidential-highlight-start><span class=""confidential-highlight"">fghgh bhh</span><confidential-highlight-end name=""6d9a83ba-0062-4d74-ba93-f4d3e3b46496""></confidential-highlight-end></p>"	"SIMPLE_TEXT"	64021	"Market 3"	64030	64031	64051	03-JAN-25 11.37.33.246000000 AM	"XYZ"	1	64090	1	"AT.49123"	64164
64376	"28/01/2025 15:00"	"DATETIME"	64021	"Market 1"	64034	64035	64024	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64378	"22/01/2025 23:00"	"DATETIME"	64021	"Market 2"	64034	64035	64027	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	64164
64391	"2"	"CHOICE"	63984	"Product 3"	63995	63996	64014	03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	1	"AT.49123"	63984
64337	"darius_cip@yahoo.com"	"EMAIL"	63957	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	1	64090	0	"AT.49123"	63957
43556	"<p><confidential-highlight-start name=""0e7661d9-c67c-4d42-8975-db3422d9489b""></confidential-highlight-start><span class=""confidential-highlight"">Napište až 30000 znaků</span><confidential-highlight-end name=""0e7661d9-c67c-4d42-8975-db3422d9489b""></confidential-highlight-end></p>"	"SIMPLE_TEXT"	43123	""				26-NOV-24 02.10.40.769000000 PM	"OutlookACC"	1	43153	0	"AT.40785"	43123
46363	"yes"	"CHOICE"	46280	""				28-NOV-24 02.50.29.020000000 PM	"DG COMP"	0	46318	0	"M.8871"	46280
46393	"<p><confidential-highlight-start name=""e1cc508f-43e1-47b0-9b96-685eb39d7178""></confidential-highlight-start><span class=""confidential-highlight"">CZ</span><confidential-highlight-end name=""e1cc508f-43e1-47b0-9b96-685eb39d7178""></confidential-highlight-end></p>"	"SIMPLE_TEXT"	46277	""				28-NOV-24 02.50.29.020000000 PM	"DG COMP"	1	46318	0	"M.8871"	46277
37650	"Another Option|Option 2.4|My favorite option"	"CHOICE"	37153	""				20-NOV-24 01.50.06.683000000 PM	"OutlookACC"	0	37571	0	"M.8871"	37153
34428	"test@test.test"	"EMAIL"	33300	""				13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33300
34430	"01:01"	"TIME"	33315	""				13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33315
34431	"13/02/2020 00:00"	"DATETIME"	33321	""				13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33321
34432	"01:01"	"TIME"	33327	""				13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33327
34433	"3"	"RATING"	33333	""				13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33333
34436	"4"	"RATING"	33342	""				13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	0	"DMA.400213"	33342
34439	"Worldwide"	"CHOICE"	33348	" Ford"	33371	33370	33423	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34452	"Worldwide"	"CHOICE"	33348	" Volga"	33371	33370	33441	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34454	"National"	"CHOICE"	33348	" Aro"	33371	33370	33444	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34501	"1"	"RATING"	33453	"Google"	33501	33500	33528	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
34509	"5"	"RATING"	33453	"Yahoo"	33501	33500	33540	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
34519	"11"	"CURRENCY"	33453	"Yahoo"	33521	33520	33540	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
34440	"Worldwide"	"CHOICE"	33348	" Renault"	33371	33370	33426	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34444	"Worldwide"	"CHOICE"	33348	"Mazda"	33371	33370	33429	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34446	"Worldwide"	"CHOICE"	33348	" Toyota"	33371	33370	33432	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34448	"Worldwide"	"CHOICE"	33348	" Tata"	33371	33370	33435	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34450	"Worldwide"	"CHOICE"	33348	" Porsche"	33371	33370	33438	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34456	"National"	"CHOICE"	33348	" Trabant"	33371	33370	33447	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34458	"EEA"	"CHOICE"	33348	" Tesla"	33371	33370	33450	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34460	"1"	"CURRENCY"	33348	" Ford"	33416	33415	33423	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34462	"11"	"CURRENCY"	33348	" Renault"	33416	33415	33426	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34464	"111"	"CURRENCY"	33348	"Mazda"	33416	33415	33429	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34466	"1"	"CURRENCY"	33348	" Toyota"	33416	33415	33432	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34468	"11"	"CURRENCY"	33348	" Tata"	33416	33415	33435	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34470	"111"	"CURRENCY"	33348	" Porsche"	33416	33415	33438	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34472	"1"	"CURRENCY"	33348	" Volga"	33416	33415	33441	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
